rank,arxiv_id,published,relevance_score,title,authors,primary_category,score_reasons,matched_queries,abs_url,pdf_url
590,2606.01057,2026-05-31T06:59:49Z,12,3DCodeBench: Benchmarking Agentic Procedural 3D Modeling Via Code,Yipeng Gao; Lei Shu; Genzhi Ye; Xi Xiong; Ameesh Makadia; Meiqi Guo; Laurent Itti; Jindong Chen,cs.CV,evaluation; trajectory,"all:""test-time scaling"" AND all:agent",https://arxiv.org/abs/2606.01057,https://arxiv.org/pdf/2606.01057
591,2606.00611,2026-05-30T08:20:36Z,12,TRACE: Trajectory Risk-Aware Compression for Long-Horizon Agent Safety,Zhepei Hong; Lin Wang; Liting Li; Haokai Ma; Junfeng Fang; Fei Shen; Dan Zhang; Xiang Wang,cs.AI,harness component; trajectory,"all:""long-horizon agent"" AND all:reliability",https://arxiv.org/abs/2606.00611,https://arxiv.org/pdf/2606.00611
592,2605.26448,2026-05-26T02:01:08Z,12,Constitutional Arms Races in the Public Goods Game: Co-Evolving LLM Constitutions Under Cooperation-Defection Pressure,Ujwal Kumar; Arth Singh; Hershraj Niranjani; Machiko Hirota; Takehiro Takayanagi; Alice Saito; Eiji Kamioka; Phan Xuan Tan,cs.MA,cost/budget; evaluation,"all:""LLM agent"" AND all:robustness",https://arxiv.org/abs/2605.26448,https://arxiv.org/pdf/2605.26448
593,2605.26177,2026-05-25T06:26:43Z,12,RepoMirage: Probing Repository Context Reasoning in Code Agents with Perturbations,Hanyu Li; Yichi Zhang; Speed Zhu; Hang Su; Jun Zhu; Yinpeng Dong,cs.SE,evaluation; harness component; trajectory,"all:""SWE-bench"" AND all:agent | all:""coding agent"" AND all:scaffold",https://arxiv.org/abs/2605.26177,https://arxiv.org/pdf/2605.26177
594,2605.22154,2026-05-21T08:25:17Z,12,IdleSpec: Exploiting Idle Time via Speculative Planning for LLM Agents,Daewon Choi; Kyunghyun Park; Woomin Song; Saket Dingliwal; Sai Muralidhar Jayanthi; Jinwoo Shin; Aram Galstyan,cs.AI,cost/budget; harness component; trajectory,"all:""LLM agent"" AND all:""tool calling""",https://arxiv.org/abs/2605.22154,https://arxiv.org/pdf/2605.22154
595,2605.21996,2026-05-21T04:54:55Z,12,From Patches to Trajectories: Privileged Process Supervision for Software-Engineering Agents,Murong Ma; Tianyu Chen; Yun Lin; Shuai Lu; Qinglin Zhu; Yeyun Gong; Zhiyong Huang; Peng Cheng; Yan Lu; Jin Song Dong,cs.SE,cost/budget; harness component; trajectory,"all:""SWE-bench"" AND all:agent",https://arxiv.org/abs/2605.21996,https://arxiv.org/pdf/2605.21996
596,2605.21347,2026-05-20T16:13:53Z,12,Insights Generator: Systematic Corpus-Level Trace Diagnostics for LLM Agents,Akshay Manglik; Apaar Shanker; Kaustubh Deshpande; Jason Qin; Yash Maurya; Veronica Chatrath; Vijay S. Kalmath; Levi Lentz; Yuan Xue,cs.AI,explicit harness/scaffold,"all:""coding agent"" AND all:scaffold",https://arxiv.org/abs/2605.21347,https://arxiv.org/pdf/2605.21347
597,2605.20173,2026-05-19T17:54:21Z,12,A Methodology for Selecting and Composing Runtime Architecture Patterns for Production LLM Agents,Vasundra Srinivasan,cs.AI,reliability; trajectory,"all:""long-horizon agent"" AND all:reliability",https://arxiv.org/abs/2605.20173,https://arxiv.org/pdf/2605.20173
598,2605.17075,2026-05-16T16:46:06Z,12,"A Red Teaming Framework for Evaluating Robustness of AI-enabled Security Orchestration, Automation, and Response Systems",Ayan Javeed Shaikh; Nathaniel D. Bastian; Ankit Shah,cs.CR,evaluation; reliability,"all:""LLM agent"" AND all:robustness",https://arxiv.org/abs/2605.17075,https://arxiv.org/pdf/2605.17075
599,2605.12233,2026-05-12T15:06:15Z,12,"No More, No Less: Task Alignment in Terminal Agents",Sina Mavali; David Pape; Jonathan Evertz; Samira Abedini; Devansh Srivastav; Thorsten Eisenhofer; Sahar Abdelnabi; Lea Schönherr,cs.LG,evaluation; trajectory,"all:""Terminal-Bench""",https://arxiv.org/abs/2605.12233,https://arxiv.org/pdf/2605.12233
600,2605.10074,2026-05-11T06:56:30Z,12,Agentic Fuzzing: Opportunities and Challenges,Junyoung Park; Insu Yun,cs.CR,explicit harness/scaffold,"all:""harness engineering""",https://arxiv.org/abs/2605.10074,https://arxiv.org/pdf/2605.10074
601,2605.09504,2026-05-10T12:27:14Z,12,"Position: AI Security Policy Should Target Systems, Not Models",Michael A. Riegler; Inga Strümke,cs.CR,cost/budget; explicit harness/scaffold; harness component,"all:""LLM agent"" AND all:verification",https://arxiv.org/abs/2605.09504,https://arxiv.org/pdf/2605.09504
602,2605.08563,2026-05-08T23:50:40Z,12,Why Retrying Fails: Context Contamination in LLM Agent Pipelines,Zhanfu Yang,cs.AI,cost/budget; harness component,"all:""LLM agent"" AND all:""tool calling""",https://arxiv.org/abs/2605.08563,https://arxiv.org/pdf/2605.08563
603,2604.21965,2026-04-23T17:59:18Z,12,"Read the Paper, Write the Code: Agentic Reproduction of Social-Science Results",Benjamin Kohler; David Zollikofer; Johanna Einsiedler; Alexander Hoyle; Elliott Ash,cs.AI,attribution/statistics,"all:""agent scaffold"" | all:""coding agent"" AND all:scaffold",https://arxiv.org/abs/2604.21965,https://arxiv.org/pdf/2604.21965
604,2604.17609,2026-04-19T20:49:41Z,12,Agents Explore but Agents Ignore: LLMs Lack Environmental Curiosity,Leon Engländer; Sophia Althammer; Ahmet Üstün; Matthias Gallé; Tom Sherborne,cs.CL,explicit harness/scaffold,"all:""Terminal-Bench"" | all:""agent scaffold""",https://arxiv.org/abs/2604.17609,https://arxiv.org/pdf/2604.17609
605,2604.17475,2026-04-19T15:06:30Z,12,Waking Up Blind: Cold-Start Optimization of Supervision-Free Agentic Trajectories for Grounded Visual Perception,Ashutosh Bajpai; Tamal Majumder; Akshay Nambi; Tanmoy Chakraborty,cs.AI,cost/budget; harness component; trajectory,"all:""agent trajectory"" AND all:evaluation",https://arxiv.org/abs/2604.17475,https://arxiv.org/pdf/2604.17475
606,2604.17450,2026-04-19T14:04:29Z,12,Compiling Deterministic Structure into SLM Harnesses,Zan Kai Chong; Hiroyuki Ohsaki; Bryan Ng,cs.AI,explicit harness/scaffold,"all:""harness engineering""",https://arxiv.org/abs/2604.17450,https://arxiv.org/pdf/2604.17450
607,2604.16529,2026-04-16T17:39:33Z,12,Scaling Test-Time Compute for Agentic Coding,Joongwon Kim; Wannan Yang; Kelvin Niu; Hongming Zhang; Yun Zhu; Eryk Helenowski; Ruan Silva; Zhengxing Chen; Srinivasan Iyer; Manzil Zaheer; Daniel Fried; Hannaneh Hajishirzi; Sanjeev Arora; Gabriel Synnaeve; Ruslan Salakhutdinov; Anirudh Goyal,cs.SE,reliability; trajectory,"all:""Terminal-Bench"" | all:""test-time scaling"" AND all:agent",https://arxiv.org/abs/2604.16529,https://arxiv.org/pdf/2604.16529
608,2603.22435,2026-03-23T18:08:10Z,12,CaP-X: A Framework for Benchmarking and Improving Coding Agents for Robot Manipulation,"Letian Fu; Justin Yu; Karim El-Refai; Ethan Kou; Haoru Xue; Huang Huang; Wenli Xiao; Guanzhi Wang; Dantong Niu; Fei-Fei Li; Guanya Shi; Jiajun Wu; Shankar Sastry; Yuke Zhu; Ken Goldberg; Linxi ""Jim"" Fan",cs.RO,reliability; trajectory,"all:""coding agent"" AND all:scaffold",https://arxiv.org/abs/2603.22435,https://arxiv.org/pdf/2603.22435
609,2603.14465,2026-03-15T16:13:58Z,12,AgentProcessBench: Diagnosing Step-Level Process Quality in Tool-Using Agents,Shengda Fan; Xuyan Ye; Yupeng Huo; Zhi-Yuan Chen; Yiju Guo; Shenzhi Yang; Wenkai Yang; Shuqi Ye; Jingwen Chen; Haotian Chen; Xin Cong; Yankai Lin,cs.AI,evaluation; harness component; trajectory,"all:""test-time scaling"" AND all:agent",https://arxiv.org/abs/2603.14465,https://arxiv.org/pdf/2603.14465
610,2603.08269,2026-03-09T11:39:40Z,12,SAIL: Test-Time Scaling for In-Context Imitation Learning with VLM,Makoto Sato; Yusuke Iwasawa; Yujin Tang; So Kuroki,cs.RO,evaluation; harness component; trajectory,"all:""test-time scaling"" AND all:agent",https://arxiv.org/abs/2603.08269,https://arxiv.org/pdf/2603.08269
611,2602.23073,2026-02-26T15:01:40Z,12,Accelerated Online Risk-Averse Policy Evaluation in POMDPs with Theoretical Guarantees and Novel CVaR Bounds,Yaacov Pariente; Vadim Indelman,math.ST,evaluation,"all:""agent trajectory"" AND all:evaluation",https://arxiv.org/abs/2602.23073,https://arxiv.org/pdf/2602.23073
612,2602.20923,2026-02-24T14:01:33Z,12,ParkDiffusion++: Ego Intention Conditioned Joint Multi-Agent Trajectory Prediction for Automated Parking using Diffusion Models,Jiarong Wei; Anna Rehr; Christian Feist; Abhinav Valada,cs.RO,harness component; trajectory,"all:""agent trajectory"" AND all:evaluation",https://arxiv.org/abs/2602.20923,https://arxiv.org/pdf/2602.20923
613,2602.16805,2026-02-18T19:07:22Z,12,Simple Baselines are Competitive with Code Evolution,Yonatan Gideoni; Sebastian Risi; Yarin Gal,cs.AI,cost/budget; evaluation,"all:""agent scaffold""",https://arxiv.org/abs/2602.16805,https://arxiv.org/pdf/2602.16805
614,2602.07150,2026-02-06T19:49:13Z,12,On Randomness in Agentic Evals,Bjarni Haukur Bjarnason; André Silva; Martin Monperrus,cs.LG,cost/budget; evaluation,"all:""agent trajectory"" AND all:evaluation",https://arxiv.org/abs/2602.07150,https://arxiv.org/pdf/2602.07150
615,2602.03447,2026-02-03T12:12:47Z,12,HetroD: A High-Fidelity Drone Dataset and Benchmark for Autonomous Driving in Heterogeneous Traffic,Yu-Hsiang Chen; Wei-Jer Chang; Christian Kotulla; Thomas Keutgens; Steffen Runde; Tobias Moers; Christoph Klas; Wei Zhan; Masayoshi Tomizuka; Yi-Ting Chen,cs.RO,evaluation,"all:""agent trajectory"" AND all:evaluation",https://arxiv.org/abs/2602.03447,https://arxiv.org/pdf/2602.03447
616,2602.03411,2026-02-03T11:38:48Z,12,SWE-Master: Unleashing the Potential of Software Engineering Agents via Post-Training,Huatong Song; Lisheng Huang; Shuang Sun; Jinhao Jiang; Ran Le; Daixuan Cheng; Guoxin Chen; Yiwen Hu; Zongchao Chen; Yiming Jia; Wayne Xin Zhao; Yang Song; Tao Zhang; Ji-Rong Wen,cs.SE,evaluation; trajectory,"all:""test-time scaling"" AND all:agent",https://arxiv.org/abs/2602.03411,https://arxiv.org/pdf/2602.03411
617,2602.02039,2026-02-02T12:36:57Z,12,Hunt Instead of Wait: Evaluating Deep Data Research on Large Language Models,Wei Liu; Peijie Yu; Michele Orini; Yali Du; Yulan He,cs.AI,evaluation; trajectory,"all:""agent scaffold""",https://arxiv.org/abs/2602.02039,https://arxiv.org/pdf/2602.02039
618,2601.22292,2026-01-29T20:10:04Z,12,Learning Incentive Structures for Cooperative Resilience in Multi-Agent Systems under Social Dilemmas,Manuela Chacon-Chamorro; Luis Felipe Giraldo; Nicanor Quijano,cs.MA,harness component; system-level,"all:""agent trajectory"" AND all:evaluation",https://arxiv.org/abs/2601.22292,https://arxiv.org/pdf/2601.22292
619,2512.20458,2025-12-23T15:53:33Z,12,Laser: Governing Long-Horizon Agentic Search via Structured Protocol and Context Register,Shuting Wang; Qiaolin Xia; Vich Wang; Herberttli; Bobsimons; Zhicheng Dou,cs.IR,harness component; trajectory,"all:""long-horizon agent"" AND all:reliability",https://arxiv.org/abs/2512.20458,https://arxiv.org/pdf/2512.20458
620,2511.21654,2025-11-26T18:27:17Z,12,EvilGenie: A Reward Hacking Benchmark,Jonathan Gabor; Jayson Lynch; Jonathan Rosenfeld,cs.LG,evaluation; explicit harness/scaffold,"all:""coding agent"" AND all:scaffold",https://arxiv.org/abs/2511.21654,https://arxiv.org/pdf/2511.21654
621,2510.11967,2025-10-13T22:00:58Z,12,Scaling Long-Horizon LLM Agent via Context-Folding,Weiwei Sun; Miao Lu; Zhan Ling; Kang Liu; Xuesong Yao; Yiming Yang; Jiecao Chen,cs.CL,harness component; trajectory,"all:""LLM agent"" AND all:""context management""",https://arxiv.org/abs/2510.11967,https://arxiv.org/pdf/2510.11967
622,2510.13859,2025-10-13T01:20:46Z,12,Benchmarking Correctness and Security in Multi-Turn Code Generation,Ruchit Rawal; Jeffrey Yang Fan Chiang; Chihao Shen; Jeffery Siyuan Tian; Aastha Mahajan; Tom Goldstein; Yizheng Chen,cs.SE,evaluation; trajectory,"all:""agent scaffold""",https://arxiv.org/abs/2510.13859,https://arxiv.org/pdf/2510.13859
623,2607.06435,2026-07-07T16:05:00Z,11,Finding H. pylori in the Fine Print: Evidence-Linked Multi-Agent Case Finding from Gastric Biopsy Reports,Yufan Wang; Anit Kumar Sahu; Yan Fei Ng; Daniel Kang; Shayan Vassef; Soorya Ram Shimgekar; Koustuv Saha; Piyum Zonooz; Navin Kumar; Chee Leong Cheng; Li Yan Khor,cs.AI,evaluation; harness component,"all:""agentic system"" AND all:evaluation",https://arxiv.org/abs/2607.06435,https://arxiv.org/pdf/2607.06435
624,2607.04713,2026-07-06T06:32:39Z,11,RSPO: Reward-Swap Policy Optimization for Multi-Turn LLM Agents,Qiang Liu; Taian Guo; Ruizhi Qiao; Xing Sun,cs.LG,trajectory,"all:""LLM agents"" AND all:benchmark",https://arxiv.org/abs/2607.04713,https://arxiv.org/pdf/2607.04713
625,2607.04558,2026-07-06T00:19:41Z,11,EEG-SpikeAgent: Agentic Closed-Loop Program Synthesis for Automated EEG Spike Detection,Sonali Santhosh; Kelly Shuhong Yu; Eugene Chang; Jonathan Kim; Kie Shidara; Danilo Bernardo,cs.CL,system-level,"all:""LLM agent"" AND all:evaluation | all:""agentic system"" AND all:evaluation",https://arxiv.org/abs/2607.04558,https://arxiv.org/pdf/2607.04558
626,2607.03441,2026-07-03T15:54:41Z,11,No Time Like the Present: Agentic Test-Time Training for LLM Agents,Yanbo Wang; Jinhua Hao; Yuze Shi; Kun Yuan; Ming Sun,cs.LG,cost/budget; trajectory,"all:""SWE-bench"" AND all:agent",https://arxiv.org/abs/2607.03441,https://arxiv.org/pdf/2607.03441
627,2607.02879,2026-07-03T02:24:26Z,11,MedCalc-Pro: Solving Complex Medical Calculations with LLM Agents,Siran Zhao; Ruihui Hou; Ziyue Huai; Chennuo Zhang; Tong Ruan,cs.AI,evaluation; harness component,"all:""LLM agent"" AND all:""tool calling"" | all:""LLM agent"" AND all:evaluation | all:""LLM agents"" AND all:benchmark",https://arxiv.org/abs/2607.02879,https://arxiv.org/pdf/2607.02879
628,2607.02507,2026-07-02T17:59:23Z,11,What LLM Agents Say When No One Is Watching: Social Structure and Latent Objective Emergence in Multi-Agent Debates,Arman Ghaffarizadeh; Danyal Mohaddes; Aliakbar Izadkhah; Shahriar Noroozizadeh,cs.AI,evaluation; harness component,"all:""LLM agent"" AND all:evaluation",https://arxiv.org/abs/2607.02507,https://arxiv.org/pdf/2607.02507
629,2607.01874,2026-07-02T08:28:51Z,11,SkillCoach: Self-Evolving Rubrics for Evaluating and Enhancing Agentic Skill-Use,Jiayin Zhu; Kelong Mao; Yudong Guo; Dengbo He; Sulong Xu; Simiu Gu; Yutao Yue,cs.AI,evaluation; harness component,"all:""LLM agent"" AND all:evaluation",https://arxiv.org/abs/2607.01874,https://arxiv.org/pdf/2607.01874
630,2607.01812,2026-07-02T07:25:22Z,11,TO-Master: an LLM-agent framework for automated topology optimization,Haoju Lin; Wenchang Zhang; Weipeng Xu; Xiang Li; Tian Xu; Tianju Xue,cs.CE,evaluation; harness component,"all:""LLM agent"" AND all:robustness | all:""LLM agents"" AND all:benchmark",https://arxiv.org/abs/2607.01812,https://arxiv.org/pdf/2607.01812
631,2607.01766,2026-07-02T06:29:18Z,11,SimWorlds: A Multi-Agent System for Dynamic 3D Scene Creation,Chunjiang Liu; Xiaoyuan Wang; Haoyu Chen; Yizhou Zhao; Ming-Hsuan Yang; László A. Jeni,cs.AI,evaluation; harness component,"all:""LLM agents"" AND all:benchmark",https://arxiv.org/abs/2607.01766,https://arxiv.org/pdf/2607.01766
632,2607.01760,2026-07-02T06:22:32Z,11,Refploit: Facilitating Exploit Construction via Code-Agent Trajectory Repair,Zirui Chen; Zhipeng Xue; Jiayuan Zhou; Xing Hu; Xin Xia; Xiaohu Yang,cs.SE,trajectory,"all:""agent trajectory"" AND all:evaluation",https://arxiv.org/abs/2607.01760,https://arxiv.org/pdf/2607.01760
633,2607.01640,2026-07-02T03:11:41Z,11,AgentFlow: Building Agent Dependency Graphs for Static Analysis of Agent Programs,Shenao Wang; Xinyi Hou; Yanjie Zhao; Xiao Cheng; Haoyu Wang,cs.SE,evaluation; harness component,"all:""LLM agent"" AND all:evaluation | all:""LLM agent"" AND all:memory",https://arxiv.org/abs/2607.01640,https://arxiv.org/pdf/2607.01640
634,2607.00939,2026-07-01T13:40:51Z,11,Leveraging LLM-Based Agentic Systems to Generate Quantum Applications for Test Optimization,Ming Tao; Yuechen Li; Tao Yue; Man Zhang; Aitor Arrieta Marcos,cs.SE,evaluation; harness component,"all:""agentic system"" AND all:evaluation",https://arxiv.org/abs/2607.00939,https://arxiv.org/pdf/2607.00939
635,2607.00871,2026-07-01T12:34:52Z,11,Self-Evolving Agents with Anytime-Valid Certificates,Biswa Sengupta,cs.AI,cost/budget; explicit harness/scaffold,"all:""SWE-bench"" AND all:agent",https://arxiv.org/abs/2607.00871,https://arxiv.org/pdf/2607.00871
636,2606.32034,2026-06-30T17:58:23Z,11,QVal: Cheaply Evaluating Dense Supervision Signals for Long-Horizon LLM Agents,Sergio Hernández-Gutiérrez; Matteo Merler; Ilze Amanda Auzina; Joschka Strüber; Ameya Prabhu; Matthias Bethge,cs.LG,evaluation; trajectory,"all:""LLM agent"" AND all:evaluation | all:""LLM agents"" AND all:benchmark",https://arxiv.org/abs/2606.32034,https://arxiv.org/pdf/2606.32034
637,2606.31744,2026-06-30T14:36:18Z,11,A Conversational Agentic Interface to Physics-Based Household Digital Twins for Residential Energy Decision Support,Costas Mylonas; Titos Georgoulakis; Magda Foti,eess.SY,harness component; reliability,"all:""LLM agent"" AND all:evaluation",https://arxiv.org/abs/2606.31744,https://arxiv.org/pdf/2606.31744
638,2606.30441,2026-06-29T15:15:40Z,11,Translating Natural Language to Strategic Temporal Specifications via LLMs,Marco Aruta; Francesco Improta; Vadim Malvone; Aniello Murano; Vladana Perlić,cs.MA,harness component; reliability,"all:""agentic system"" AND all:evaluation",https://arxiv.org/abs/2606.30441,https://arxiv.org/pdf/2606.30441
639,2606.28679,2026-06-27T01:33:19Z,11,Capability Gates Are Not Authorization: Confused-Deputy Failures in LLM Agent Frameworks,David Mellafe Zuvic,cs.CR,evaluation; harness component,"all:""LLM agent"" AND all:""tool calling"" | all:""LLM agent"" AND all:evaluation",https://arxiv.org/abs/2606.28679,https://arxiv.org/pdf/2606.28679
640,2606.28450,2026-06-26T09:32:11Z,11,LLM agents security duality: a comprehensive survey of self-security and empowered cybersecurity,Yiwei Xu; Yong Zhuang; Xuanming Liu; Tian Zhang; Bowen Xiao; Xiaoyang Xu; Delong Jiang; Juan Wang; Hongxin Hu,cs.CR,evaluation; harness component,"all:""LLM agent"" AND all:evaluation | all:""LLM agent"" AND all:robustness",https://arxiv.org/abs/2606.28450,https://arxiv.org/pdf/2606.28450
641,2606.26627,2026-06-25T05:44:18Z,11,Agents That Know Too Much: A Data-Centric Survey of Privacy in LLM Agents,Nada Lahjouji; Ashwin Gerard Colaco,cs.CR,evaluation; harness component,"all:""LLM agent"" AND all:memory | all:""LLM agents"" AND all:benchmark",https://arxiv.org/abs/2606.26627,https://arxiv.org/pdf/2606.26627
642,2606.26524,2026-06-25T01:58:44Z,11,VIGIL: Runtime Enforcement of Behavioral Specifications in AI Agent Skills,Ying Li; Yanju Chen; Hongbo Wen; Bosi Zhang; Hanzhi Liu; Peiran Wang; Yu Feng; Yuan Tian,cs.CR,evaluation; harness component,"all:""agentic system"" AND all:evaluation",https://arxiv.org/abs/2606.26524,https://arxiv.org/pdf/2606.26524
643,2606.25622,2026-06-24T09:31:06Z,11,Probabilistic Agents in Deterministic Audits: Evaluating Multi-Agent Systems for Automated Audits Based on the German IT-Grundschutz,Lea Roxanne Muth; Marian Margraf,cs.CR,evaluation; harness component,"all:""agentic system"" AND all:evaluation",https://arxiv.org/abs/2606.25622,https://arxiv.org/pdf/2606.25622
644,2606.22610,2026-06-21T17:37:01Z,11,PaperClaw: Harnessing Agents for Autonomous Research and Human-in-the-Loop Refinement,Weiwei Ye; Hangchen Liu; Dongyuan Li; Renhe Jiang,cs.AI,evaluation; harness component,"all:""agentic system"" AND all:evaluation",https://arxiv.org/abs/2606.22610,https://arxiv.org/pdf/2606.22610
645,2606.21963,2026-06-20T09:31:26Z,11,Holmes: Multimodal Agentic Diagnosis for Mixed-Language Mobile Crashes at Industrial Scale,Jia Li; Wenyuan Ma; Ting Peng; Haibin Zheng; Yuetang Deng,cs.AI,harness component; reliability,"all:""agentic system"" AND all:evaluation",https://arxiv.org/abs/2606.21963,https://arxiv.org/pdf/2606.21963
646,2606.21811,2026-06-20T00:14:38Z,11,"Steer, Don't Solve: Training Small Critic Models for Large Code Agents",Shubham Gandhi; Yiqing Xie; Atharva Naik; Ruichen Zhu; Carolyn Rose,cs.SE,cost/budget; trajectory,"all:""SWE-bench"" AND all:agent",https://arxiv.org/abs/2606.21811,https://arxiv.org/pdf/2606.21811
647,2606.21777,2026-06-19T21:50:35Z,11,CalVerT: Augmenting Agents with Calibrated Verifier Telemetry Improves Action and Learning in Knowledge-Intensive Tasks,Ashwin Vinod; Ying Ding; Elias Stengel-Eskin,cs.CL,harness component; reliability,"all:""LLM agents"" AND all:benchmark",https://arxiv.org/abs/2606.21777,https://arxiv.org/pdf/2606.21777
